Pathway stable ID	Pathway DB_ID	Pathway name
REACT_13537	193639	p75NTR signals via NF-kB
REACT_13638	193648	NRAGE signals death through JNK
REACT_13695	193670	p75NTR negatively regulates cell cycle via SC1
REACT_13806	193681	Ceramide signalling
REACT_13443	193692	Regulated proteolysis of p75NTR
REACT_13620	193697	p75NTR regulates axonogenesis
REACT_13776	193704	p75 NTR receptor-mediated signalling
REACT_11053	193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol
REACT_11048	193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol
REACT_11047	193993	Mineralocorticoid biosynthesis
REACT_11036	194002	Glucocorticoid biosynthesis
REACT_11040	194068	Bile acid and bile salt metabolism
REACT_12529	194138	Signaling by VEGF
REACT_13621	194223	HDL-mediated lipid transport
REACT_12473	194306	Neurophilin interactions with VEGF and VEGFR
REACT_12380	194313	VEGF ligand-receptor interactions
REACT_11044	194315	Signaling by Rho GTPases
REACT_11052	194441	Metabolism of non-coding RNA
REACT_11051	194840	Rho GTPase cycle
REACT_11063	195253	Degradation of beta-catenin by the destruction complex
REACT_12583	195399	VEGF binds to VEGFR leading to receptor dimerization
REACT_11045	195721	Signaling by Wnt
REACT_11049	196025	Formation of annular gap junctions
REACT_11057	196071	Metabolism of steroid hormones and vitamin D
REACT_11038	196108	Pregnenolone biosynthesis
REACT_11065	196299	Beta-catenin phosphorylation cascade
REACT_163862	196741	Cobalamin (Cbl, vitamin B12) transport and metabolism
REACT_11167	196757	Metabolism of folate and pterines
REACT_11153	196780	Biotin transport and metabolism
REACT_11218	196783	Coenzyme A biosynthesis
REACT_13523	196791	Vitamin D (calciferol) metabolism
REACT_11088	196807	Nicotinate metabolism
REACT_11117	196819	Vitamin B1 (thiamin) metabolism
REACT_11202	196836	Vitamin C (ascorbate) metabolism
REACT_11070	196843	Vitamin B2 (riboflavin) metabolism
REACT_11238	196849	Metabolism of water-soluble vitamins and cofactors
REACT_11193	196854	Metabolism of vitamins and cofactors
REACT_11213	197264	Nicotinamide salvaging
REACT_22434	197529	Feedback control in the MAPK signaling module
REACT_12464	198203	PI3K/AKT activation
REACT_12564	198323	AKT phosphorylates targets in the cytosol
REACT_12442	198693	AKT phosphorylates targets in the nucleus
REACT_12433	198725	Nuclear Events (kinase and transcription factor activation)
REACT_12049	198745	Signalling to STAT3
REACT_12599	198753	ERK/MAPK targets
REACT_12020	198765	Signalling to ERK5
REACT_11152	198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
REACT_11172	199220	Vitamin B5 (pantothenate) metabolism
REACT_12447	199418	Negative regulation of the PI3K/AKT network
REACT_12524	199920	CREB phosphorylation
REACT_11203	199977	ER to Golgi Transport
REACT_11208	199983	Golgi to ER Retrograde Transport
REACT_11123	199991	Membrane Trafficking
REACT_11235	199992	trans-Golgi Network Vesicle Budding
REACT_11096	199997	COPI Mediated Transport
REACT_11082	200425	Import of palmitoyl-CoA into the mitochondrial matrix
REACT_12034	201451	Signaling by BMP
REACT_15457	202040	G-protein activation
REACT_12508	202131	Metabolism of nitric oxide
REACT_12526	202403	TCR signaling
REACT_12555	202424	Downstream TCR signaling
REACT_12582	202427	Phosphorylation of CD3 and TCR zeta chains
REACT_12596	202430	Translocation of ZAP-70 to Immunological synapse
REACT_12623	202433	Generation of second messenger molecules
REACT_12436	202670	ERKs are inactivated
REACT_12051	202733	Cell surface interactions at the vascular wall
REACT_12477	203615	eNOS activation
REACT_12541	203641	NOSTRIN mediated eNOS trafficking
REACT_12510	203754	NOSIP mediated eNOS trafficking
REACT_12389	203765	eNOS activation and regulation
REACT_12417	203927	MicroRNA (miRNA) Biogenesis
REACT_12507	204005	COPII (Coat Protein 2) Mediated Vesicle Transport
REACT_12528	204174	Regulation of pyruvate dehydrogenase (PDH) complex
REACT_12469	204626	Hypusine synthesis from eIF5A-lysine
REACT_13720	204998	Cell death signalling via NRAGE, NRIF and NADE
REACT_13724	205017	NFG and proNGF binds to p75NTR
REACT_13526	205025	NADE modulates death signalling
REACT_13643	205043	NRIF signals cell death from the nucleus
REACT_13415	209543	p75NTR recruits signalling complexes
REACT_13696	209560	NF-kB is activated and signals survival
REACT_13779	209563	Axonal growth stimulation
REACT_15513	209776	Amine-derived hormones
REACT_15398	209822	Glycoprotein hormones
REACT_15551	209905	Catecholamine biosynthesis
REACT_15439	209931	Serotonin and melatonin biosynthesis
REACT_15493	209943	Steroid hormones
REACT_15452	209952	Peptide hormone biosynthesis
REACT_15292	209968	Thyroxine biosynthesis
REACT_13639	210455	Astrocytic Glutamate-Glutamine Uptake And Metabolism
REACT_12591	210500	Glutamate Neurotransmitter Release Cycle
REACT_13673	210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
REACT_13819	210745	Regulation of gene expression in beta cells
REACT_13650	210746	Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells
REACT_13778	210747	Regulation of gene expression in early pancreatic precursor cells
REACT_12519	210990	PECAM1 interactions
REACT_12560	210991	Basigin interactions
REACT_12621	210993	Tie2 Signaling
REACT_12472	211000	Regulatory RNA pathways
REACT_13655	211163	AKT-mediated inactivation of FOXO1A
REACT_13462	211227	Activation of DNA fragmentation factor
REACT_13528	211728	Regulation of PAK-2p34 activity by PS-GAP/RHG10
REACT_13464	211733	Regulation of activated PAK-2p34 by proteasome mediated degradation
REACT_13532	211736	Stimulation of the cell death response by PAK-2p34
REACT_13433	211859	Biological oxidations
REACT_13567	211897	Cytochrome P450 - arranged by substrate type
REACT_13450	211916	Vitamins
REACT_13814	211935	Fatty acids
REACT_13705	211945	Phase 1 - Functionalization of compounds
REACT_13721	211957	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2
REACT_13425	211958	Miscellaneous substrates
REACT_13812	211976	Endogenous sterols
REACT_13645	211979	Eicosanoids
REACT_13543	211981	Xenobiotics
REACT_13438	211994	Sterols are 12-hydroxylated by CYP8B1
REACT_13797	211999	CYP2E1 reactions
REACT_12627	212436	Generic Transcription Pathway
REACT_15293	212676	Dopamine Neurotransmitter Release Cycle
REACT_12478	212718	EGFR interacts with phospholipase C-gamma
REACT_13552	216083	Integrin cell surface interactions
REACT_13653	217271	FMO oxidizes nucleophiles
REACT_15309	264642	Acetylcholine Neurotransmitter Release Cycle
REACT_13541	264870	Caspase-mediated cleavage of cytoskeletal proteins
REACT_15550	264876	Insulin Processing
REACT_13781	265473	Trafficking of dietary sterols
REACT_20549	349425	Autodegradation of the E3 ubiquitin ligase COP1
REACT_14835	350054	Notch-HLH transcription pathway
REACT_13565	350562	Regulation of ornithine decarboxylase (ODC)
REACT_15297	350864	Regulation of thyroid hormone activity
REACT_14800	351143	Agmatine biosynthesis
REACT_14805	351200	Interconversion of polyamines
REACT_14820	351202	Metabolism of polyamines
REACT_13579	351906	Apoptotic cleavage of cell adhesion  proteins
REACT_13796	352230	Amino acid transport across the plasma membrane
REACT_13472	352238	Breakdown of the nuclear lamina
REACT_15523	354192	Integrin alphaIIb beta3 signaling
REACT_15443	354194	GRB2:SOS provides linkage to MAPK signaling for Intergrins 
REACT_15381	372708	p130Cas linkage to MAPK signaling for integrins
REACT_14797	372790	Signaling by GPCR
REACT_14828	373076	Class A/1 (Rhodopsin-like receptors)
REACT_18372	373080	Class B/2 (Secretin family receptors)
REACT_22237	373752	Netrin-1 signaling
REACT_23832	373753	Nephrin interactions
REACT_19271	373755	Semaphorin interactions
REACT_22205	373760	L1CAM interactions
REACT_18334	375165	NCAM signaling for neurite out-growth
REACT_21402	375170	CDO in myogenesis
REACT_14819	375276	Peptide ligand-binding receptors
REACT_16983	375280	Amine ligand-binding receptors
REACT_16942	375281	Hormone ligand-binding receptors
REACT_25299	376172	DSCAM interactions
REACT_19351	376176	Signaling by Robo receptor
REACT_15548	379397	Enzymatic degradation of dopamine by COMT
REACT_15511	379398	Enzymatic degradation of Dopamine by monoamine oxidase
REACT_15514	379401	Dopamine clearance from the synaptic cleft
REACT_15306	379716	Cytosolic tRNA aminoacylation
REACT_15482	379724	tRNA Aminoacylation
REACT_15302	379726	Mitochondrial tRNA aminoacylation
REACT_16963	380095	Tachykinin receptors bind tachykinins
REACT_15344	380108	Chemokine receptors bind chemokines
REACT_15364	380259	Loss of Nlp from mitotic centrosomes
REACT_15296	380270	Recruitment of mitotic centrosome proteins and complexes
REACT_15451	380284	Loss of proteins required for interphase microtubule organization from the centrosome
REACT_15479	380287	Centrosome maturation
REACT_15510	380320	Recruitment of NuMA to mitotic centrosomes
REACT_15532	380612	Metabolism of serotonin
REACT_15391	380615	Serotonin clearance from the synaptic cleft
REACT_21393	380953	Regulation of Rheb GTPase activity by AMPK
REACT_21285	380971	Regulation of AMPK activity via LKB1
REACT_21387	380972	Energy dependent regulation of mTOR by LKB1-AMPK
REACT_18355	380994	Activation of Genes by ATF4
REACT_18348	381033	Activation of Chaperones by ATF6-alpha
REACT_18273	381038	Activation of Chaperone Genes by XBP1(S)
REACT_18277	381042	PERK regulated gene expression
REACT_18368	381070	Activation of Chaperones by IRE1alpha
REACT_18356	381119	Unfolded Protein Response
REACT_18423	381183	Activation of Chaperone Genes by ATF6-alpha
REACT_27161	381340	Transcriptional Regulation of White Adipocyte Differentiation
REACT_15428	381426	Regulation of Insulin-like Growth Factor (IGF) Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
REACT_18274	381676	Regulation of Insulin Secretion by Glucagon-like Peptide-1
REACT_15488	381753	Olfactory Signaling Pathway
REACT_24019	381771	Synthesis, Secretion, and Inactivation of Glucagon-like Peptide-1 (GLP-1)
REACT_15518	382551	Transmembrane transport of small molecules
REACT_15480	382556	ABC-family proteins mediated transport
REACT_15525	383280	Nuclear Receptor transcription pathway
REACT_19184	388396	GPCR downstream signaling
REACT_17041	388479	Vasopressin-like receptors
REACT_19344	388841	Costimulation by the CD28 family
REACT_19183	389356	CD28 co-stimulation
REACT_19358	389357	CD28 dependent PI3K/Akt signaling
REACT_19238	389359	CD28 dependent Vav1 pathway
REACT_16973	389397	Orexin and neuropeptides FF and QRFP bind to their respective receptors
REACT_19405	389513	CTLA4 inhibitory signaling
REACT_16904	389542	NADPH regeneration
REACT_17003	389599	Alpha-oxidation of phytanate
REACT_16925	389661	Glyoxylate metabolism
REACT_17017	389887	Beta-oxidation of pristanoyl-CoA
REACT_19324	389948	PD-1 signaling
REACT_16936	389957	Prefoldin mediated transfer of substrate  to CCT/TriC
REACT_17029	389958	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding
REACT_16956	389960	Formation of tubulin folding intermediates by CCT/TriC
REACT_16967	389977	Post-chaperonin tubulin folding pathway
REACT_17062	390247	Beta-oxidation of very long chain fatty acids
REACT_17050	390450	Folding of actin by CCT/TriC
REACT_17004	390466	Chaperonin-mediated protein folding
REACT_16907	390471	Association of TriC/CCT with target proteins during biosynthesis
REACT_16969	390522	Striated Muscle Contraction
REACT_16943	390648	Muscarinic acetylcholine receptors
REACT_16903	390650	Histamine receptors
REACT_16968	390651	Dopamine receptors
REACT_17064	390666	Serotonin receptors
REACT_16927	390696	Adrenoceptors
REACT_16957	390918	Peroxisomal lipid metabolism
REACT_23916	391160	Signal regulatory protein (SIRP) family interactions
REACT_16952	391251	Protein folding
REACT_18352	391903	Eicosanoid ligand-binding receptors
REACT_18302	391906	Leukotriene receptors
REACT_18425	391908	Prostanoid ligand receptors
REACT_19180	392023	Adrenaline signalling through Alpha-2 adrenergic receptor
REACT_23862	392154	Nitric oxide stimulates guanylate cyclase
REACT_20653	392170	ADP signalling through P2Y purinoceptor 12
REACT_19290	392451	G beta:gamma signalling through PI3Kgamma
REACT_17015	392499	Metabolism of proteins
REACT_23898	392517	Rap1 signalling
REACT_20524	392518	Signal amplification
REACT_23946	392851	Prostacyclin signalling through prostacyclin receptor
REACT_17044	397014	Muscle contraction
REACT_19388	397795	G-protein beta:gamma signalling
REACT_18338	399710	Activation of AMPA receptors
REACT_18307	399719	Trafficking of AMPA receptors
REACT_18347	399721	Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity
REACT_19236	399954	Sema3A PAK dependent Axon repulsion
REACT_19279	399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion
REACT_19199	399956	CRMPs in Sema3A signaling
REACT_18405	399997	Regulation of Insulin Secretion by Acetylcholine
REACT_18339	400042	Inhibition of Insulin Secretion by Adrenaline/Noradrenaline
REACT_19241	400206	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
REACT_24941	400253	Circadian Clock
REACT_19375	400451	Regulation of Insulin Secretion by Free Fatty Acids
REACT_23974	400508	Incretin Synthesis, Secretion, and Inactivation
REACT_23824	400511	Synthesis, Secretion, and Inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)
REACT_19259	400685	Sema4D in semaphorin signaling
REACT_18283	416476	G alpha (q) signalling events
REACT_18407	416482	G alpha (12/13) signalling events
REACT_19266	416550	Sema4D mediated inhibition of cell attachment and migration
REACT_19277	416572	Sema4D induced cell migration and growth-cone collapse
REACT_19200	416700	Other semaphorin interactions
REACT_18422	416993	Trafficking of GluR2-containing AMPA receptors
REACT_18289	417957	P2Y receptors
REACT_18288	417973	Adenosine P1 receptors
REACT_18342	418038	Nucleotide-like (purinergic) receptors
REACT_19145	418217	G beta:gamma signalling through PLC beta
REACT_23876	418346	Platelet homeostasis
REACT_23765	418359	Reduction of cytosolic Ca++ levels
REACT_23905	418360	Platelet calcium homeostasis
REACT_23767	418457	cGMP effects
REACT_19327	418555	G alpha (s) signalling events
REACT_19140	418592	ADP signalling through P2Y purinoceptor 1
REACT_19231	418594	G alpha (i) signalling events
REACT_19333	418597	G alpha (z) signalling events
REACT_22351	418885	DCC mediated attractive signaling
REACT_22384	418886	Netrin mediated repulsion signals
REACT_22128	418889	Role of DCC in regulating apoptosis
REACT_22228	418890	Role of second messengers in netrin-1 signaling
REACT_19195	418990	Adherens junctions interactions
REACT_18312	419037	NCAM1 interactions
REACT_18365	419408	Lysosphingolipid and LPA receptors
REACT_18410	419524	Fanconi Anemia pathway
REACT_18265	419552	Regulation of the Fanconi anemia pathway
REACT_18426	419771	Opsins
REACT_18290	419812	Calcitonin-like ligand receptors
REACT_19373	420029	Tight junction interactions
REACT_18377	420092	Glucagon-type ligand receptors
REACT_18319	420499	Class C/3 (Metabotropic glutamate/pheromone receptors)
REACT_19268	420597	Nectin/Necl  trans heterodimerization
REACT_19331	421270	Cell-cell junction organization
REACT_19187	421837	Clathrin derived vesicle budding
REACT_19189	422085	Synthesis, Secretion, and Deacylation of Ghrelin
REACT_18325	422356	Regulation of Insulin Secretion
REACT_18266	422475	Axon guidance
REACT_19305	425366	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
REACT_19419	425374	Amino acid and oligopeptide SLC transporters
REACT_19298	425381	Bicarbonate transporters
REACT_19397	425393	Transport of inorganic cations/anions and amino acids/oligopeptides
REACT_22285	425397	Transport of vitamins, nucleosides, and related molecules
REACT_19118	425407	SLC-mediated transmembrane transport
REACT_20547	425410	Metal ion SLC transporters
REACT_20679	425428	Amine compound SLC transporters
REACT_20633	425471	Bile salt and organic anion SLC transporters
REACT_19320	425561	Sodium/Calcium exchangers
REACT_19314	425986	Sodium/Proton exchangers
REACT_19308	426048	Arachidonate production from DAG
REACT_19315	426117	Cation-coupled Chloride cotransporters
REACT_118560	426486	Small Interfering RNA (siRNA) Biogenesis
REACT_118699	426496	Post-transcriptional Silencing By Small RNAs
REACT_19411	427589	Type II Na+/Pi cotransporters
REACT_19357	427601	Multifunctional anion exchangers
REACT_19275	427652	Sodium-coupled phosphate cotransporters
REACT_19328	427975	Proton/oligonucleotide cotransporters
REACT_19323	428157	Sphingolipid metabolism
REACT_22166	428359	Binding of RNA by Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs)
REACT_19226	428540	Activation of Rac
REACT_19376	428542	Regulation of Commissural axon pathfinding by Slit and Robo
REACT_19342	428543	Inactivation of Cdc42 and Rac
REACT_19348	428559	Proton-coupled neutral amino acid transporters
REACT_19372	428643	Organic anion transporters
REACT_19281	428776	Class II GLUTs
REACT_19343	428790	Facilitative Na+-independent glucose transporters
REACT_19165	428808	Na+-dependent glucose transporters
REACT_19230	428890	Role of Abl in Robo-Slit signaling
REACT_20647	428930	Thromboxane signalling through TP receptor
REACT_19188	429593	Inositol transporters
REACT_20639	429914	Deadenylation-dependent mRNA decay
REACT_20514	429947	Deadenylation of mRNA
REACT_20619	429958	mRNA Decay by 3 to 5 Exoribonuclease
REACT_20518	430039	mRNA Decay by 5 to 3 Exoribonuclease
REACT_23847	430116	GP1b-IX-V activation signalling
REACT_23809	432030	Transport of Glycerol from Adipocytes to the Liver by Aquaporins
REACT_24023	432040	Regulation of Water Balance by Renal Aquaporins
REACT_23826	432047	Passive Transport by Aquaporins
REACT_23879	432142	Platelet sensitization by LDL
REACT_19287	432720	Lysosome Vesicle Biogenesis
REACT_19400	432722	Golgi Associated Vesicle Biogenesis
REACT_20646	433137	Sodium-coupled sulphate, di- and tri-carboxylate transporters
REACT_20515	433692	Proton-coupled monocarboxylate transport
REACT_19193	434316	Regulation of Insulin Secretion by Fatty Acids Bound to GPR40 (FFAR1)
REACT_20530	435354	Zinc transporters
REACT_20582	435368	Zinc efflux and compartmentalization by the SLC30 family
REACT_22365	437239	Recycling pathway of L1
REACT_20593	438064	Post NMDA receptor activation events
REACT_20594	438066	Unblocking of NMDA receptor, glutamate binding and activation
REACT_20603	442380	Zinc influx into cells by the SLC39 gene family
REACT_20506	442660	Na+/Cl- dependent neurotransmitter transporters
REACT_20661	442717	CREB phosphorylation through the activation of CaMKK
REACT_20625	442720	CREB phosphorylation through the activation of Adenylate Cyclase
REACT_20642	442729	CREB phosphorylation through the activation of CaMKII
REACT_20568	442742	CREB phosphorylation through the activation of Ras
REACT_20652	442745	Activation of CaMK IV
REACT_20563	442755	Activation of NMDA receptor upon glutamate binding and postsynaptic events
REACT_20546	442982	Ras activation uopn Ca2+ infux through NMDA receptor
REACT_21268	444209	Free fatty acid receptors
REACT_20510	444257	RSK activation
REACT_20508	444411	Rhesus glycoproteins mediate ammonium transport.
REACT_21264	444473	Formyl peptide receptors bind formyl peptides and many other ligands
REACT_21314	444821	Relaxin receptors
REACT_22266	445095	Interaction between L1 and Ankyrins
REACT_22272	445144	Signal transduction by L1
REACT_20558	445355	Smooth Muscle Contraction
REACT_23887	445717	Aquaporin-mediated transport
REACT_21281	445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex
REACT_20537	446107	Type I hemidesmosome assembly
REACT_22433	446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein
REACT_22230	446199	Synthesis of Dolichyl-phosphate
REACT_22426	446203	Asparagine N-linked glycosylation
REACT_22423	446205	Synthesis of GDP-mannose
REACT_22394	446210	Synthesis of UDP-N-acetyl-glucosamine
REACT_22387	446219	Synthesis of substrates in N-glycan biosythesis
REACT_20617	446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions
REACT_20649	446353	Cell-extracellular matrix interactions
REACT_20580	446388	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components
REACT_22442	446652	Interleukin-1 signaling
REACT_20676	446728	Cell junction organization
REACT_20605	447010	Metabolism of mRNA
REACT_22329	447038	NrCAM interactions
REACT_22292	447041	CHL1 interactions
REACT_22312	447043	Neurofascin interactions
REACT_23950	448706	Interleukin-1 processing
REACT_22232	449147	Signaling by Interleukins
REACT_21328	450282	MAPK targets/ Nuclear events mediated by MAP kinases
REACT_21308	450294	MAP kinase activation in TLR cascade
REACT_21399	450302	activated TAK1 mediates p38 MAPK activation
REACT_21368	450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1
REACT_21326	450341	Activation of the AP-1 family of transcription factors
REACT_24915	450385	Destabilization of mRNA by Butyrate Response Factor 1 (BRF1)
REACT_25325	450408	Destabilization of mRNA by AUF1 (hnRNP D0)
REACT_25064	450513	Destabilization of mRNA by Tristetraprolin (TTP)
REACT_25218	450520	Stabilization of mRNA by HuR
REACT_24994	450531	Regulation of mRNA Stability by Proteins that Bind AU-rich Elements
REACT_25042	450604	Destabilization of mRNA by KSRP
REACT_21322	451306	Ionotropic activity of Kainate Receptors
REACT_21343	451307	Activation of Na-permeable Kainate Receptors
REACT_21346	451308	Activation of Ca-permeable Kainate Receptor
REACT_21312	451326	Activation of Kainate Receptors upon glutamate binding
REACT_27283	451927	Interleukin-2 signaling
REACT_21391	453274	Mitotic G2-G2/M phases
REACT_21279	453276	Regulation of mitotic cell cycle
REACT_21300	453277	Mitotic M-M/G1 phases
REACT_21267	453279	Mitotic G1-G1/S phases
REACT_21384	456926	Thrombin signalling through proteinase activated receptors (PARs)
REACT_22346	480985	Synthesis of dolichyl-phosphate-glucose
REACT_21330	499943	Synthesis and interconversion of nucleotide di- and triphosphates
REACT_21254	500657	Presynaptic function of Kainate receptors
REACT_21376	500753	Pyrimidine biosynthesis
REACT_21340	500792	GPCR ligand binding
REACT_21352	504046	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
REACT_23837	512988	Interleukin-3, 5 and GM-CSF signaling
REACT_21303	525793	Myogenesis
REACT_21257	532600	Metabolism of RNA
REACT_23878	532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
REACT_22279	535734	Fatty acid, triacylglycerol, and ketone body metabolism
REACT_22357	549127	Organic cation transport
REACT_22345	549132	Organic cation/anion/zwitterion transport
REACT_22258	556833	Metabolism of lipids and lipoproteins
REACT_22310	561048	Organic anion transport
REACT_22161	597592	Post-translational protein modification
REACT_22186	606279	Deposition of New CENPA-containing Nucleosomes at the Centromere
REACT_22393	611105	Respiratory electron transport
REACT_75900	622312	Inflammasomes
REACT_22336	622323	Presynaptic nicotinic acetylcholine receptors
REACT_22149	622327	Postsynaptic nicotinic acetylcholine receptors
REACT_22223	629587	Highly sodium permeable acetylcholine nicotinic receptors
REACT_22303	629594	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors
REACT_22352	629597	Highly calcium permeable nicotinic acetylcholine receptors
REACT_22126	629602	Activation of Nicotinic Acetylcholine Receptors
REACT_22107	674695	RNA Polymerase II Pre-transcription Events
REACT_22151	727802	Transport of nucleotide sugars
REACT_22339	749476	RNA Polymerase III Abortive And Retractive Initiation
REACT_22344	774815	Nucleosome assembly
REACT_23892	804914	Transport of fatty acids
REACT_75927	844455	The NLRP1 inflammasome
REACT_75777	844615	The AIM2 inflammasome
REACT_75892	844623	The IPAF inflammasome
REACT_25078	877300	Interferon gamma signaling
REACT_24980	877312	Regulation of IFNG signaling
REACT_25195	879415	Advanced glycosylation endproduct receptor signaling
REACT_23988	879518	Transport of organic anions
REACT_25367	880009	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate
REACT_120966	881907	Gastrin-CREB signalling pathway via PKC and MAPK
REACT_24020	888568	GABA synthesis
REACT_23947	888590	GABA synthesis, release, reuptake and degradation
REACT_23910	888593	Reuptake of GABA
REACT_25091	901032	ER Quality Control Compartment (ERQC)
REACT_23810	901042	Calnexin/calreticulin cycle
REACT_25162	909733	Interferon alpha/beta signaling
REACT_27271	912446	Meiotic Recombination
REACT_23891	912526	Interleukin receptor SHC signaling
REACT_23787	912631	Regulation of signaling by CBL
REACT_25216	912694	Regulation of IFNA signaling
REACT_25229	913531	Interferon Signaling
REACT_115606	913709	O-linked glycosylation of mucins
REACT_23964	916853	Degradation of GABA
REACT_27258	917729	Endosomal Sorting Complex Required For Transport (ESCRT)
REACT_25060	917937	Iron uptake and transport
REACT_25283	917977	Transferrin endocytosis and recycling
REACT_25026	918233	TRAF3-dependent IRF activation pathway
REACT_75886	927802	Nonsense-Mediated Decay
REACT_24938	933541	TRAF6 mediated IRF7 activation
REACT_24969	933542	TRAF6 mediated NF-kB activation
REACT_25039	933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10
REACT_25271	936440	Negative regulators of RIG-I/MDA5 signaling
REACT_25149	936837	Ion transport by P-type ATPases
REACT_24918	937039	IRAK1 recruits IKK complex
REACT_25380	937042	IRAK2 mediated activation of TAK1 complex
REACT_25073	947581	Molybdenum cofactor biosynthesis
REACT_25046	948021	Transport to the Golgi and subsequent modification
REACT_25210	964739	N-glycan trimming and elongation in the cis-Golgi
REACT_25396	964827	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2
REACT_25012	964975	Vitamins B6 activation to pyridoxal phosphate
REACT_25120	975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
REACT_25024	975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation
REACT_25354	975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation
REACT_25222	975155	MyD88 dependent cascade initiated on endosome
REACT_25018	975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
REACT_25387	975298	Ligand-gated ion channel transport
REACT_25266	975574	Reactions specific to the hybrid N-glycan synthesis pathway
REACT_25208	975576	N-glycan antennae elongation in the medial/trans-Golgi
REACT_25085	975577	N-Glycan antennae elongation
REACT_25302	975578	Reactions specific to the complex N-glycan synthesis pathway
REACT_24968	975634	Retinoid metabolism and transport
REACT_75768	975956	Nonsense Mediated Decay Independent of the Exon Junction Complex
REACT_75822	975957	Nonsense Mediated Decay Enhanced by the Exon Junction Complex
REACT_115835	977068	Termination of O-glycan biosynthesis
REACT_75925	977225	Amyloids
REACT_115789	977347	Serine biosynthesis
REACT_24987	977441	GABA A receptor activation
REACT_25168	977442	GABA A (rho) receptor activation
REACT_25199	977443	GABA receptor activation
REACT_25031	977444	GABA B receptor activation
REACT_118707	977606	Regulation of Complement cascade
REACT_111133	982772	Growth hormone receptor signaling
REACT_75842	983168	Antigen processing: Ubiquitination &amp; Proteasome degradation
REACT_75820	983169	Class I MHC mediated antigen processing &amp; presentation
REACT_75795	983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC
REACT_25201	983189	Kinesins
REACT_24970	983231	Factors involved in megakaryocyte development and platelet production
REACT_118700	983695	Antigen Activates B Cell Receptor Leading to Generation of Second Messengers
REACT_118773	983705	Signaling by the B Cell Receptor (BCR)
REACT_25300	983712	Ion channel transport
REACT_25330	991365	Activation of GABAB receptors
REACT_25282	997269	Inhibition of adenylate cyclase pathway
REACT_25004	997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits
REACT_27307	1059683	Interleukin-6 signaling
REACT_118638	1168372	Downstream Signaling Events Of B Cell Receptor (BCR)
REACT_118656	1169091	Activation of NF-kappaB in B Cells
REACT_118778	1169092	Activation of RAS in B Cells
REACT_115831	1169408	ISG15 antiviral mechanism
REACT_115676	1169410	Antiviral mechanism by IFN-stimulated genes
REACT_115697	1170546	Prolactin receptor signaling
REACT_111057	1181150	Signaling by NODAL
REACT_163914	1187000	Fertilization
REACT_75792	1221632	Meiotic Synapsis
REACT_120736	1226099	Signaling by FGFR in disease
REACT_115755	1227986	Signaling by ERBB2
REACT_121092	1234158	Regulation of Gene Expression by Hypoxia-inducible Factor
REACT_121226	1234162	Oxygen-dependent Asparagine Hydroxylation of Hypoxia-inducible Factor Alpha
REACT_120815	1234174	Regulation of Hypoxia-inducible Factor (HIF) by Oxygen
REACT_120916	1234176	Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha
REACT_115852	1236382	Signaling by constitutively active EGFR
REACT_115596	1236394	Signaling by ERBB4
REACT_111174	1236973	Cross-presentation of particulate exogenous antigens (phagosomes)
REACT_111178	1236974	ER-Phagosome pathway
REACT_111119	1236975	Antigen processing-Cross presentation
